,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Particle,Field,Livetime,Realtime,Tier,Area,Average diameter,Perimeter,Orientation,Max circle radius,Area in pixels,Volume of sphere,Equivalent diameter,Class,Total,C,O,Na,Cl,Al,Fe,Cu,Mg,Sr,S,N,Si,K,Ca,Tl,Cr,Pd,Mo,W,F,V,Sc,Ni,Ru,Ba,Rh,P,Mn,B,Field,Area,Average diameter,Volume of sphere
P809,279,9.332,9.332,0,1.011876,1.250877,3.782379,178,0.52756,50,2.405496,1.13506,Unclassified,1,9.677192E-05,0.5689687347,0.1684011628,0.0445678653,,,,0.0291039004,,0.1033406388,0.0798528075,0.0056681186,,,,,,,,,,,,,,,,,,279,1.011876,1.250877,2.405496
P810,280,12.065,12.065,0,0.08095,0.397269,1.17912,90,0.146319,4,0.05443,0.321043,Unclassified,1,0.8103792894,0.1741075427,0.0066578044,0.0064268004,,,,0.0015657324,,0.0008628307,,,,,,,,,,,,,,,,,,,,280,0.08095,0.397269,0.05443
P811,280,10.517,10.517,0,0.505938,0.914291,2.735412,69,0.327179,25,0.850471,0.802608,Unclassified,1,0.7521254062,0.2252122856,0.0122578503,,,,,0.0021155525,,0.0046050608,,0.0023308459,,0.0013529987,,,,,,,,,,,,,,,,280,0.505938,0.914291,0.850471
P812,281,11.155,11.155,0,0.121425,0.450148,1.341639,90,0.146319,6,0.099995,0.393196,Unclassified,1,0.7909689617,0.1689307416,0.0156420388,0.0215142509,,,,0.001362832,,0.001581175,,,,,,,,,,,,,,,,,,,,281,0.121425,0.450148,0.099995
P813,282,10.078,10.078,0,0.08095,0.460329,1.372005,0,0.146319,4,0.05443,0.321043,Unclassified,1,0.8475093531,0.1524906469,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,0.08095,0.460329,0.05443
P814,282,9.273,9.273,0,1.234489,1.604245,4.997209,94,0.4627,61,3.241488,1.253714,Unclassified,1,0.8750794558,0.1225464076,,,,,,,,,,0.0023741366,,,,,,,,,,,,,,,,,,282,1.234489,1.604245,3.241488
P815,282,10.534,10.534,0,0.101188,0.428799,1.275563,19,0.146319,5,0.076068,0.358937,Unclassified,1,0.7871624574,0.1579944061,0.0232084845,0.0263817205,,,,0.003758846,,0.0014940855,,,,,,,,,,,,,,,,,,,,282,0.101188,0.428799,0.076068
P816,282,9.953,9.953,0,0.283325,0.689654,2.095985,87,0.206926,14,0.356403,0.600617,Unclassified,1,0.7339775835,0.2453707724,0.017706248,0.0011685268,,,,,,,,0.0017768693,,,,,,,,,,,,,,,,,,282,0.283325,0.689654,0.356403
P817,282,10.408,10.408,0,0.08095,0.362155,1.079384,0,0.146319,4,0.05443,0.321043,Unclassified,1,0.8588391426,0.1386729503,,,,,,,,,,0.0024879071,,,,,,,,,,,,,,,,,,282,0.08095,0.362155,0.05443
P818,282,11.272,11.272,0,0.485701,0.996709,2.997667,120,0.292637,24,0.799957,0.786392,Unclassified,1,0.87172617,0.1258249422,,,,,,,,,,0.0024488878,,,,,,,,,,,,,,,,,,282,0.485701,0.996709,0.799957
P819,282,11.169,11.169,0,0.182138,0.569901,1.718812,122,0.206926,9,0.183702,0.481565,Unclassified,1,0.7830484415,0.20244323,0.0080395085,0.0034143844,,,,,,0.0030544357,,,,,,,,,,,,,,,,,,,,282,0.182138,0.569901,0.183702
P820,282,11.5,11.5,0,0.121425,0.450148,1.341639,90,0.146319,6,0.099995,0.393196,Unclassified,1,0.770062763,0.1868707796,0.0200698516,0.0154138784,,,,0.0029403908,,0.0046423365,,,,,,,,,,,,,,,,,,,,282,0.121425,0.450148,0.099995
P821,282,10.797,10.797,0,0.364275,0.80742,2.469865,9,0.292637,18,0.519587,0.681036,Unclassified,1,0.7861260982,0.1742315241,0.0190076193,0.0196406477,,,,0.0009941108,,,,,,,,,,,,,,,,,,,,,,282,0.364275,0.80742,0.519587
P822,283,10.802,10.802,0,0.202375,0.634338,1.91499,42,0.206926,10,0.215154,0.507614,Unclassified,1,0.787882288,0.1835924044,0.0101270847,0.0183982229,,,,,,,,,,,,,,,,,,,,,,,,,,283,0.202375,0.634338,0.215154
P823,283,10.58,10.58,0,0.101188,0.423708,1.260379,67,0.146319,5,0.076068,0.358937,Unclassified,1,0.773811173,0.190793032,0.0116659178,0.0193781916,,,,0.0015916862,,0.0027599994,,,,,,,,,,,,,,,,,,,,283,0.101188,0.423708,0.076068
P824,284,11.953,11.953,0,0.708313,1.057664,3.193845,103,0.438956,35,1.408808,0.949659,Unclassified,1,0.7504097373,0.2149664985,0.0141592671,0.0028349541,,,,0.0038937305,,0.0091675598,,,,0.0045682526,,,,,,,,,,,,,,,,284,0.708313,1.057664,1.408808
P825,285,10.908,10.908,0,0.060713,0.335715,0.998125,41,0.146319,3,0.035353,0.278032,Unclassified,1,0.7911201584,0.1938039913,0.0073746539,0.0064570286,,,,,,,,0.0012441678,,,,,,,,,,,,,,,,,,285,0.060713,0.335715,0.035353
P826,285,11.291,11.291,0,56.685298,13.939702,45.580258,87,1.850802,2801,1008.600824,8.495526,Unclassified,1,0.7047318584,0.1693202539,,0.0648697366,0.002199448,0.0113439925,,0.0041278921,,0.0088393914,,0.0039961424,,,,0.0305712846,,,,,,,,,,,,,,285,56.685298,13.939702,1008.600824
P827,285,9.403,9.403,0,0.465463,0.928822,2.847038,9,0.327179,23,0.750484,0.769835,Unclassified,1,0.7213022561,0.2305829089,0.0117302474,0.0213178858,,,,0.0062037903,,0.0088629115,,,,,,,,,,,,,,,,,,,,285,0.465463,0.928822,0.750484
P828,285,10.427,10.427,0,0.182138,0.543232,1.619077,0,0.292637,9,0.183702,0.481565,Unclassified,1,0.8484725537,0.149750562,,,,,,,,,,0.0017768843,,,,,,,,,,,,,,,,,,285,0.182138,0.543232,0.183702
P829,285,10.51,10.51,0,0.08095,0.362155,1.079384,0,0.146319,4,0.05443,0.321043,Unclassified,1,0.8498830051,0.1501169949,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,0.08095,0.362155,0.05443
P830,285,11.463,11.463,0,0.283325,0.814202,2.488341,143,0.206926,14,0.356403,0.600617,Unclassified,1,0.7764726197,0.1929589205,0.0064922724,,,,,0.0019375799,,0.0207433383,,0.0013952693,,,,,,,,,,,,,,,,,,285,0.283325,0.814202,0.356403
P831,286,9.671,9.671,0,0.445225,0.956387,3.028033,162,0.292637,22,0.702075,0.752913,Unclassified,1,0.8474871626,0.1509026136,,,,,,,,,,0.0016102238,,,,,,,,,,,,,,,,,,286,0.445225,0.956387,0.702075
P832,286,11.407,11.407,0,0.121425,0.561193,1.703629,90,0.146319,6,0.099995,0.393196,Unclassified,1,0.8296617224,0.1703382776,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,0.121425,0.561193,0.099995
P833,287,10.153,10.153,0,0.182138,0.57579,1.733995,0,0.206926,9,0.183702,0.481565,Unclassified,1,0.0002182712,0.7457756318,0.0989701731,,,,,0.0212309675,,0.0437767651,0.0783338412,0.0116943501,,,,,,,,,,,,,,,,,,287,0.182138,0.57579,0.183702
P834,287,10.499,10.499,0,0.182138,0.606488,1.83373,41,0.206926,9,0.183702,0.481565,Unclassified,1,0.7969396309,0.1728621778,0.0120779192,0.018120272,,,,,,,,,,,,,,,,,,,,,,,,,,287,0.182138,0.606488,0.183702
P835,287,13.31,13.31,0,0.121425,0.450148,1.341639,90,0.146319,6,0.099995,0.393196,Unclassified,1,0.8144542441,0.1842824,,,,,,,,,,0.0012633559,,,,,,,,,,,,,,,,,,287,0.121425,0.450148,0.099995
P836,287,11.216,11.216,0,0.910688,1.192678,3.586201,152,0.52756,45,2.053849,1.076812,Unclassified,1,0.0003382964,0.6851224823,0.1592665482,0.0474144171,,,,,,,0.107858256,,,,,,,,,,,,,,,,,,,287,0.910688,1.192678,2.053849
P837,288,10.978,10.978,0,0.424988,0.93032,2.76783,80,0.292637,21,0.654755,0.735603,Unclassified,1,0.7975505476,0.1622750537,0.0170098774,0.0231645213,,,,,,,,,,,,,,,,,,,,,,,,,,288,0.424988,0.93032,0.654755
P838,288,9.256,9.256,0,0.526176,0.911735,2.750596,4,0.327179,26,0.902007,0.818503,Unclassified,1,0.768123155,0.1580933308,0.0264306346,0.0440773899,,,,0.000731077,,0.0025444127,,,,,,,,,,,,,,,,,,,,288,0.526176,0.911735,0.902007
P839,288,9.799,9.799,0,0.060713,0.335715,0.998125,41,0.146319,3,0.035353,0.278032,Unclassified,1,0.8314537609,0.1674627282,,,,,,,,,,0.0010835109,,,,,,,,,,,,,,,,,,288,0.060713,0.335715,0.035353
P840,288,10.462,10.462,0,0.101188,0.428799,1.275563,19,0.146319,5,0.076068,0.358937,Unclassified,1,0.7610495029,0.2080576108,0.0148706476,0.0155861576,0.0004360811,,,,,,,,,,,,,,,,,,,,,,,,,288,0.101188,0.428799,0.076068
P841,289,11.432,11.432,0,0.060713,0.335715,0.998125,41,0.146319,3,0.035353,0.278032,Unclassified,1,0.7977451494,0.1601068985,0.016806477,0.0191146556,,,,0.0037880843,,0.0024387352,,,,,,,,,,,,,,,,,,,,289,0.060713,0.335715,0.035353
P842,289,11.043,11.043,0,0.121425,0.450148,1.341639,90,0.146319,6,0.099995,0.393196,Unclassified,1,0.8022077689,0.1939131641,0.0024249406,0.0014541263,,,,,,,,,,,,,,,,,,,,,,,,,,289,0.121425,0.450148,0.099995
P843,290,11.994,11.994,0,0.101188,0.423708,1.260379,67,0.146319,5,0.076068,0.358937,Unclassified,1,0.7957614415,0.1855452652,0.0096008126,,,,,0.0031567218,,0.0047965199,,0.0011392391,,,,,,,,,,,,,,,,,,290,0.101188,0.423708,0.076068
P844,290,11.05,11.05,0,0.08095,0.362155,1.079384,0,0.146319,4,0.05443,0.321043,Unclassified,1,0.8019150086,0.1715563132,0.009787082,0.0120110257,,,,0.0023140521,,0.0024165184,,,,,,,,,,,,,,,,,,,,290,0.08095,0.362155,0.05443
P845,290,9.118,9.118,0,1.052351,1.362817,4.258046,111,0.438956,52,2.55126,1.157538,Unclassified,1,0.852510572,0.1459790116,,,,,,,,,,0.0015104164,,,,,,,,,,,,,,,,,,290,1.052351,1.362817,2.55126
P846,291,8.954,8.954,0,1.821377,1.806031,5.66371,143,0.52756,90,5.809161,1.522842,Unclassified,1,0.6534529854,0.2460611654,0.0434062839,0.0306007257,0.0008934585,,,0.0043577667,,0.0176062477,,0.0036213668,,,,,,,,,,,,,,,,,,291,1.821377,1.806031,5.809161
P847,292,10.958,10.958,0,0.121425,0.450148,1.341639,90,0.146319,6,0.099995,0.393196,Unclassified,1,0.8035193519,0.1834540746,0.0063694362,0.0049873137,,,,0.0016698237,,,,,,,,,,,,,,,,,,,,,,292,0.121425,0.450148,0.099995
P848,292,10.307,10.307,0,0.40475,0.858626,2.569601,35,0.292637,20,0.608548,0.717875,Unclassified,1,0.8082201802,0.1186999113,0.0338735955,0.0392063129,,,,,,,,,,,,,,,,,,,,,,,,,,292,0.40475,0.858626,0.608548
P849,292,9.693,9.693,0,0.728551,1.218582,3.718354,119,0.327179,36,1.469614,0.96313,Unclassified,1,0.7707268891,0.1527036841,,,0.0399082689,0.0169235259,,0.0008659631,,,,0.0076129723,,,,,,,,,,,,,,,,0.0112586965,,292,0.728551,1.218582,1.469614
P850,292,10.883,10.883,0,0.627363,1.255906,3.995792,123,0.292637,31,1.174336,0.893747,Unclassified,1,0.7632035168,0.1940110235,0.0177985291,0.0208831735,,,,0.0014954375,,0.0026083195,,,,,,,,,,,,,,,,,,,,292,0.627363,1.255906,1.174336
P851,294,12.641,12.641,0,0.121425,0.450148,1.341639,90,0.146319,6,0.099995,0.393196,Unclassified,1,0.0006967369,0.6518271279,0.2032921439,0.027455809,,,,,,0.0324461663,0.0842820159,,,,,,,,,,,,,,,,,,,294,0.121425,0.450148,0.099995
P852,295,10.984,10.984,0,0.141663,0.490353,1.456557,0,0.206926,7,0.126008,0.4247,Unclassified,1,0.7392018108,0.2241265712,0.022635676,,,,,,,0.0124771366,,0.0015588054,,,,,,,,,,,,,,,,,,295,0.141663,0.490353,0.126008
P853,295,11.458,11.458,0,0.263088,0.67166,2.014725,112,0.206926,13,0.318907,0.578769,Unclassified,1,0.754478399,0.2212613743,0.0156481796,0.0026315869,,,,0.0040599561,,,,0.001920504,,,,,,,,,,,,,,,,,,295,0.263088,0.67166,0.318907
P854,295,10.228,10.228,0,0.647601,1.067386,3.224211,171,0.413852,32,1.231614,0.908048,Unclassified,1,0.7749871646,0.141408249,0.0384313797,0.0383699845,,,,0.0035304677,,0.0032727545,,,,,,,,,,,,,,,,,,,,295,0.647601,1.067386,1.231614
P855,295,11.553,11.553,0,0.141663,0.490353,1.456557,0,0.206926,7,0.126008,0.4247,Unclassified,1,0.8078604811,0.1788347152,0.0081581892,0.0009923162,,,,0.0014338135,,0.0027204849,,,,,,,,,,,,,,,,,,,,295,0.141663,0.490353,0.126008
P856,295,10.79,10.79,0,0.121425,0.463913,1.375298,141,0.206926,6,0.099995,0.393196,Unclassified,1,0.7950222505,0.1912694674,0.0084161052,0.0046233652,,,,0.0006688117,,,,,,,,,,,,,,,,,,,,,,295,0.121425,0.463913,0.099995
P857,295,11.953,11.953,0,0.283325,0.698099,2.095985,58,0.292637,14,0.356403,0.600617,Unclassified,1,0.8022246349,0.1665373487,,,,0.0301413076,,,,,,0.0010967089,,,,,,,,,,,,,,,,,,295,0.283325,0.698099,0.356403
P858,295,11.798,11.798,0,0.101188,0.423708,1.260379,67,0.146319,5,0.076068,0.358937,Unclassified,1,0.8210133578,0.1418392276,0.0141128662,0.0170266388,,,,0.0013859745,,,,,,,,,,0.0046219352,,,,,,,,,,,,295,0.101188,0.423708,0.076068
P859,295,10.424,10.424,0,0.202375,0.601661,1.83373,0,0.206926,10,0.215154,0.507614,Unclassified,1,0.8386732721,0.1599999028,,,,,,,,,,0.0013268251,,,,,,,,,,,,,,,,,,295,0.202375,0.601661,0.215154
P860,295,10.832,10.832,0,0.24285,0.631225,1.881331,90,0.292637,12,0.282827,0.556063,Unclassified,1,0.7663302005,0.222714488,0.0072901687,,,,,0.0013530524,,0.0023120904,,,,,,,,,,,,,,,,,,,,295,0.24285,0.631225,0.282827
P861,296,11.185,11.185,0,0.3238,0.732984,2.177245,114,0.292637,16,0.435441,0.642087,Unclassified,1,0.804833316,0.1775885945,0.0117045162,0.0044633791,,,,0.0014101941,,,,,,,,,,,,,,,,,,,,,,296,0.3238,0.732984,0.435441
P862,296,10.629,10.629,0,0.1619,0.516792,1.537817,140,0.206926,8,0.153952,0.454024,Unclassified,1,0.7858392807,0.1905676322,0.0111048043,0.0117045105,,,,0.0007837723,,,,,,,,,,,,,,,,,,,,,,296,0.1619,0.516792,0.153952
P863,297,10.071,10.071,0,1.194014,1.833469,5.702713,69,0.327179,59,3.083384,1.23299,Unclassified,1,0.8140285882,0.1612659863,,0.0047898955,,,,,,0.0035105949,,0.0041244194,,,,0.0122805156,,,,,,,,,,,,,,297,1.194014,1.833469,3.083384
P864,297,11.253,11.253,0,12.931776,5.919153,19.529163,88,1.11433,639,109.900822,4.057739,Unclassified,1,0.7752113219,0.1732853616,,0.0228125434,0.0004518885,,,,,0.0040980696,,0.0042175482,,,,0.0199232668,,,,,,,,,,,,,,297,12.931776,5.919153,109.900822
P865,298,10.83,10.83,0,11.029449,5.077893,17.476676,92,1.024231,545,86.565414,3.747417,Unclassified,1,0.7805166315,0.1650081935,0.000558458,0.0242424444,,,,0.0004061768,,0.0059973026,,0.0042647737,,,,0.0190060196,,,,,,,,,,,,,,298,11.029449,5.077893,86.565414
P866,299,10.541,10.541,0,0.485701,0.870731,2.635677,90,0.327179,24,0.799957,0.786392,Unclassified,1,0.7769133782,0.1878304149,0.018886881,0.0102508482,,,,0.0021784564,,0.0017355093,,0.0022045121,,,,,,,,,,,,,,,,,,299,0.485701,0.870731,0.799957
P867,299,10.48,10.48,0,0.526176,0.994637,3.112585,75,0.292637,26,0.902007,0.818503,Unclassified,1,0.801445761,0.1573622358,0.0158864652,0.0202641449,,,,0.0030666596,,0.0019747335,,,,,,,,,,,,,,,,,,,,299,0.526176,0.994637,0.902007
P868,299,9.608,9.608,0,0.708313,1.086418,3.308763,116,0.413852,35,1.408808,0.949659,Unclassified,1,0.8673118051,0.1313139816,,,,,,,,,,0.0013742133,,,,,,,,,,,,,,,,,,299,0.708313,1.086418,1.408808
P869,299,12.059,12.059,0,0.060713,0.335715,0.998125,139,0.146319,3,0.035353,0.278032,Unclassified,1,0.8125289266,0.1655367083,0.010844008,0.0077586184,,,,,,0.0023469749,,0.0009847638,,,,,,,,,,,,,,,,,,299,0.060713,0.335715,0.035353
P870,300,12.602,12.602,0,0.870213,1.458478,4.586377,90,0.292637,43,1.918458,1.052611,Unclassified,1,0.8201643877,0.1574325711,0.0086477987,0.0074041406,,,,0.0035278004,,0.001790432,,0.0010328696,,,,,,,,,,,,,,,,,,300,0.870213,1.458478,1.918458
P871,301,12.233,12.233,0,0.24285,0.657894,1.981066,68,0.206926,12,0.282827,0.556063,Unclassified,1,0.8184695186,0.1619516879,,,,0.0195787935,,,,,,,,,,,,,,,,,,,,,,,,301,0.24285,0.657894,0.282827
P872,302,12.077,12.077,0,0.24285,0.66634,1.981066,112,0.292637,12,0.282827,0.556063,Unclassified,1,0.6607591767,0.281611157,0.0047435112,,0.0115110838,,,,,,,0.0244715175,,0.0060907669,0.0108127868,,,,,,,,,,,,,,,302,0.24285,0.66634,0.282827
P873,302,11.087,11.087,0,0.384513,0.812532,2.439499,77,0.292637,19,0.563482,0.699698,Unclassified,1,0.7957788993,0.1385131432,0.0288867335,0.036821224,,,,,,,,,,,,,,,,,,,,,,,,,,302,0.384513,0.812532,0.563482
P874,304,8.059,8.059,0,19.812533,7.045731,24.561665,152,1.555389,979,208.412466,5.022559,Unclassified,1,0.8518408549,0.145086591,,,,,,,,,,0.0030725541,,,,,,,,,,,,,,,,,,304,19.812533,7.045731,208.412466
P875,305,10.869,10.869,0,0.364275,0.765542,2.292163,35,0.292637,18,0.519587,0.681036,Unclassified,1,0.7339653759,0.2426909845,0.0162835022,,,,,0.0011793356,,0.0058808018,,,,,,,,,,,,,,,,,,,,305,0.364275,0.765542,0.519587
P876,305,10.481,10.481,0,0.667838,1.037169,3.078927,111,0.413852,33,1.289795,0.922127,Unclassified,1,0.7965092221,0.1440239334,0.0227405891,0.0288519216,,,,0.0035502353,,0.0034128815,,0.000911217,,,,,,,,,,,,,,,,,,305,0.667838,1.037169,1.289795
P877,305,11.258,11.258,0,0.101188,0.423708,1.260379,67,0.146319,5,0.076068,0.358937,Unclassified,1,0.7965484751,0.1695222342,0.0157716681,0.0127818253,,,,0.0016706,,0.0037051973,,,,,,,,,,,,,,,,,,,,305,0.101188,0.423708,0.076068
P878,306,10.787,10.787,0,0.283325,0.692779,2.062326,76,0.292637,14,0.356403,0.600617,Unclassified,1,0.8040417892,0.180964364,0.0088742085,0.0054786948,,,,0.0006409435,,,,,,,,,,,,,,,,,,,,,,306,0.283325,0.692779,0.356403
P879,306,10.111,10.111,0,0.101188,0.428799,1.275563,161,0.146319,5,0.076068,0.358937,Unclassified,1,0.8303800665,0.1690811052,,,,,,,,,,0.0005388283,,,,,,,,,,,,,,,,,,306,0.101188,0.428799,0.076068
P880,306,10.136,10.136,0,0.08095,0.362155,1.079384,0,0.146319,4,0.05443,0.321043,Unclassified,1,0.8368658482,0.1631341518,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,0.08095,0.362155,0.05443
P881,306,10.228,10.228,0,0.364275,0.903539,2.928298,173,0.206926,18,0.519587,0.681036,Unclassified,1,0.8460276894,0.1539723106,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,0.364275,0.903539,0.519587
P882,306,9.518,9.518,0,0.769026,1.087721,3.275105,89,0.438956,38,1.593768,0.989522,Unclassified,1,0.7255536976,0.2442172596,,,,,,,,,,0.0302290428,,,,,,,,,,,,,,,,,,306,0.769026,1.087721,1.593768
P883,306,12.809,12.809,0,0.364275,0.808914,2.439499,77,0.292637,18,0.519587,0.681036,Unclassified,1,0.7354941391,0.2162767141,0.0282582031,0.0102108149,,,,0.0040029221,,0.0043471363,,0.0014100705,,,,,,,,,,,,,,,,,,306,0.364275,0.808914,0.519587
P884,306,8.22,8.22,0,2.52969,1.965114,5.978099,133,0.78795,125,9.508558,1.794687,Unclassified,1,0.6134578399,0.3086173717,0.001240157,,,,,,,,,0.0749184775,,0.0017661539,,,,,,,,,,,,,,,,306,2.52969,1.965114,9.508558
P885,307,10.297,10.297,0,0.586888,1.000569,3.078927,81,0.327179,29,1.062543,0.864436,Unclassified,1,0.7161562223,0.2585094442,0.0187645116,,,,,0.0020166845,,0.0045531373,,,,,,,,,,,,,,,,,,,,307,0.586888,1.000569,1.062543
P886,307,11.519,11.519,0,0.101188,0.423708,1.260379,113,0.146319,5,0.076068,0.358937,Unclassified,1,0.8011780928,0.1904330092,,,,,,,,0.008388898,,,,,,,,,,,,,,,,,,,,307,0.101188,0.423708,0.076068
P887,307,11.393,11.393,0,0.283325,0.801866,2.424316,73,0.206926,14,0.356403,0.600617,Unclassified,1,0.8154637443,0.1714867681,,,,,,,,0.0130494876,,,,,,,,,,,,,,,,,,,,307,0.283325,0.801866,0.356403
P888,307,10.283,10.283,0,0.303563,0.698099,2.095985,92,0.292637,15,0.395263,0.621698,Unclassified,1,0.7974685119,0.169512309,0.0186343481,0.0130290547,,,,0.0013557763,,,,,,,,,,,,,,,,,,,,,,307,0.303563,0.698099,0.395263
P889,308,11.146,11.146,0,0.303563,0.738304,2.210903,39,0.292637,15,0.395263,0.621698,Unclassified,1,0.7905472508,0.1778409042,0.0146459803,0.0156931406,,,,0.0012727241,,,,,,,,,,,,,,,,,,,,,,308,0.303563,0.738304,0.395263
P890,309,10.47,10.47,0,0.060713,0.335715,0.998125,41,0.146319,3,0.035353,0.278032,Unclassified,1,0.7777465706,0.2045335272,0.0064083039,0.0087651876,,,,0.0025464107,,,,,,,,,,,,,,,,,,,,,,309,0.060713,0.335715,0.035353
P891,309,10.916,10.916,0,0.222613,0.650248,1.981066,112,0.206926,11,0.248221,0.53239,Unclassified,1,0.0002583882,0.6970895652,0.1941054224,0.0152865663,,,,,,,0.0932600578,,,,,,,,,,,,,,,,,,,309,0.222613,0.650248,0.248221
P892,310,11.624,11.624,0,0.1619,0.543461,1.637552,113,0.206926,8,0.153952,0.454024,Unclassified,1,0.7657051375,0.1911014363,0.0257076164,0.009916575,,,,0.0033860569,,0.0041831779,,,,,,,,,,,,,,,,,,,,310,0.1619,0.543461,0.153952
P893,310,11.425,11.425,0,0.060713,0.357064,1.064201,90,0.146319,3,0.035353,0.278032,Unclassified,1,0.8211423258,0.1711432747,0.0050430336,0.0026713659,,,,,,,,,,,,,,,,,,,,,,,,,,310,0.060713,0.357064,0.035353
P894,310,10.288,10.288,0,0.667838,1.356614,4.195262,119,0.292637,33,1.289795,0.922127,Unclassified,1,0.8651505927,0.1348494073,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,0.667838,1.356614,1.289795
P895,311,10.142,10.142,0,0.222613,0.744193,2.226087,31,0.206926,11,0.248221,0.53239,Unclassified,1,0.821825607,0.1689882106,,,,,,,,,,0.0091861824,,,,,,,,,,,,,,,,,,311,0.222613,0.744193,0.248221
P896,311,10.935,10.935,0,0.101188,0.423708,1.260379,113,0.146319,5,0.076068,0.358937,Unclassified,1,0.7951538887,0.1779015115,0.0138614661,0.0130831337,,,,,,,,,,,,,,,,,,,,,,,,,,311,0.101188,0.423708,0.076068
P897,311,10.864,10.864,0,0.182138,0.57579,1.733995,0,0.206926,9,0.183702,0.481565,Unclassified,1,0.7719069175,0.2095898556,0.0092239277,0.0028652153,,,,0.0024883786,,0.0018867282,,0.0020389771,,,,,,,,,,,,,,,,,,311,0.182138,0.57579,0.183702
P898,312,10.971,10.971,0,0.1619,0.516792,1.537817,40,0.206926,8,0.153952,0.454024,Unclassified,1,0.7598777497,0.1914475917,0.0227631833,0.0165985854,,,,0.0025543323,,0.0052028987,,0.0015556589,,,,,,,,,,,,,,,,,,312,0.1619,0.516792,0.153952
P899,312,10.893,10.893,0,0.485701,0.872328,2.635677,90,0.327179,24,0.799957,0.786392,Unclassified,1,0.8158215371,0.1493024737,0.0162793098,0.0171126112,,,,0.0014840681,,,,,,,,,,,,,,,,,,,,,,312,0.485701,0.872328,0.799957
P900,313,11.793,11.793,0,0.303563,0.743561,2.27698,79,0.292637,15,0.395263,0.621698,Unclassified,1,0.819598264,0.1184784255,0.0287020279,0.0299937009,,,,,,,,0.0032275817,,,,,,,,,,,,,,,,,,313,0.303563,0.743561,0.395263
P901,313,11.899,11.899,0,0.202375,0.618551,1.83373,43,0.206926,10,0.215154,0.507614,Unclassified,1,0.7973540766,0.1678979792,0.0112744017,0.0147963677,,,,0.0031106438,,0.0032752232,,0.0008416348,,0.001449673,,,,,,,,,,,,,,,,313,0.202375,0.618551,0.215154
P902,313,10.929,10.929,0,0.121425,0.450148,1.341639,90,0.146319,6,0.099995,0.393196,Unclassified,1,0.7843358745,0.2016392435,0.0102922068,0.0037326752,,,,,,,,,,,,,,,,,,,,,,,,,,313,0.121425,0.450148,0.099995
P903,313,10.471,10.471,0,0.283325,0.729596,2.19572,110,0.292637,14,0.356403,0.600617,Unclassified,1,0.7657535231,0.2111342347,,,,,,,,,,0.0231122422,,,,,,,,,,,,,,,,,,313,0.283325,0.729596,0.356403
P904,314,11.272,11.272,0,0.3238,0.732984,2.177245,66,0.292637,16,0.435441,0.642087,Unclassified,1,0.7955877031,0.1885472459,0.0032975291,,,,,,,0.0125675219,,,,,,,,,,,,,,,,,,,,314,0.3238,0.732984,0.435441
P905,314,13.574,13.574,0,0.101188,0.423708,1.260379,67,0.146319,5,0.076068,0.358937,Unclassified,1,0.7688178065,0.1915795577,0.0187477014,0.006533935,,,,0.0035421855,,0.0071097118,,0.0017761813,,0.0018929207,,,,,,,,,,,,,,,,314,0.101188,0.423708,0.076068
P906,315,10.263,10.263,0,0.40475,0.852867,2.635677,90,0.292637,20,0.608548,0.717875,Unclassified,1,0.7395695378,0.2343225237,0.0082128105,,0.0017040747,,,0.0014055614,,0.0058352736,,0.0089502184,,,,,,,,,,,,,,,,,,315,0.40475,0.852867,0.608548
P907,315,9.175,9.175,0,2.570165,2.270425,7.304555,126,0.585275,127,9.737674,1.808988,Unclassified,1,0.861789562,0.1366932638,,,,,,,,,,0.0015171742,,,,,,,,,,,,,,,,,,315,2.570165,2.270425,9.737674
P908,316,14.371,14.371,0,2.893966,2.635377,8.679853,126,0.585275,143,11.63466,1.91956,Unclassified,1,0.8298414037,0.1693769005,,,,,,,,,,0.0007816958,,,,,,,,,,,,,,,,,,316,2.893966,2.635377,11.63466
P909,317,10.7,10.7,0,0.424988,0.976195,3.028033,35,0.292637,21,0.654755,0.735603,Unclassified,1,0.7699555573,0.214692954,,,,,,,,,,0.0153514887,,,,,,,,,,,,,,,,,,317,0.424988,0.976195,0.654755
P910,317,13.782,13.782,0,0.283325,0.67143,1.99625,139,0.292637,14,0.356403,0.600617,Unclassified,1,0.8090615777,0.1438190002,0.0313310003,0.007496349,,,,0.0044290454,,,,0.0038630273,,,,,,,,,,,,,,,,,,317,0.283325,0.67143,0.356403
